Second,X,Y,Z
12.420075,0.015489101,-0.013570368,0.031548977
12.460145,-0.060007095,0.012733221,0.007874966
12.490693,-0.015105724,-0.014714837,0.010043144
12.570221,-0.015969276,-0.011587858,-0.03322935
12.610657,-0.016283989,-0.008994222,0.005576611
12.650147,0.025497437,-0.0885905,0.004274845
12.690705,0.027551651,-0.20899916,0.003834724
12.732605,-0.010816574,0.06678873,-0.15922451
12.776185,-0.11756086,0.34446698,-0.11671734
12.830201,-0.07426739,0.34888303,0.038285732
12.872376,0.038000107,0.22381407,0.018149376
12.911011,0.12413597,0.14375627,-0.014745235
12.950165,0.08808613,0.18965662,0.033845425
12.990235,0.009899139,0.15924609,0.040186882
13.030182,-0.03007555,0.09761894,-0.037409306
13.071106,-0.059228897,-0.018794358,-0.035699844
13.11023,-0.0352602,0.032115817,-0.076452255
13.150849,0.002448082,0.007372916,0.004883289
13.180146,-0.040522575,-0.05190152,0.004872322
13.220337,1.94E-04,-0.02174437,0.006000042
13.260132,0.042590618,0.001287401,0.007936478
13.301331,0.045118332,0.002149046,0.050951958
13.341126,0.006570816,-0.021479845,0.011705399
13.370148,0.008058071,-0.01760149,-0.028277397
13.410126,-0.032860756,-0.013436437,-0.028657436
13.490693,0.004667282,0.019352734,0.009824753
13.530579,0.002615929,0.022995174,-0.032090187
13.57132,0.002163887,-0.002485752,0.009422779
13.610596,0.002886772,-0.002269387,-0.029497623
13.650605,-0.03656435,0.024033427,0.014116764
13.690583,0.005960465,0.02243346,0.017074585
13.730713,0.007639885,-0.006730199,0.01964569
13.770081,0.049966812,-0.008716226,0.02133274
13.81128,0.05084324,-0.010535777,0.06260443
13.851136,0.009817123,-0.052699387,0.02077055
13.891724,0.008286476,-0.012271881,0.018340588
13.930115,0.005712032,-0.01168859,0.055724144
13.971558,0.002351761,0.01728779,0.010411739
14.010193,0.039842606,0.019566238,0.04649067
14.050293,-0.004099846,-0.046208918,0.04152298
14.081055,-0.006664276,-0.003451705,-0.00389719
14.121125,-0.04958248,-0.002035081,-0.04925871
14.160065,-0.010034084,-9.91E-04,-0.012294769
14.201569,-0.05108881,0.027003944,-0.05581045
14.240113,-0.009269714,-0.040619433,-0.01594925
14.280304,-0.007084847,4.79E-04,-0.015019894
14.320252,0.036787033,6.47E-04,0.028347969
14.360444,-8.91E-04,9.11E-04,0.031691074
14.400055,0.04256916,0.001293302,0.03483057
14.441041,0.00314045,0.001731157,-0.04482746
14.480469,0.04406786,0.029337227,-0.003257275
14.520142,0.042749405,0.002236068,0.037220955
14.560761,-7.28E-04,0.029206216,-0.004683018
14.601227,0.036550045,0.06922287,0.03479767
14.640625,-0.076395035,-4.50E-04,-0.007618904
14.680726,-0.0800724,-0.08455777,-0.1317606
14.72049,-0.014330864,-0.08720201,-0.010180473
14.760621,-0.082598686,0.21048337,0.13985538
14.800477,-0.012190819,0.14131165,-0.008677959
14.840699,0.18286419,-0.24121952,0.060790062
14.881562,0.3510518,-0.36547202,0.22438192
14.920136,0.08075571,-0.20226145,0.05886078
14.960999,-0.004644394,-0.19745946,0.09407711
15.000062,0.108419895,-0.26763052,0.017067432
15.041047,0.05303383,-0.09815836,-0.2668376
15.08014,-0.19467783,0.008599103,-0.20969296
15.124115,-0.31891108,0.37818617,-0.32498884
15.170228,-0.51786757,0.3628346,-0.42993116
15.230195,-0.70739317,0.5330795,-0.52386475
15.289338,-0.91650677,0.34336367,-0.537508
15.351075,-0.8189163,0.12989688,-0.6176839
15.406128,-0.81358385,-0.055088818,-0.33111048
15.466248,1.2236876,2.3416762,-3.1543283
15.511536,0.5925417,-0.023378909,-2.3045979
15.550141,0.45185995,2.0766604,-1.6128583
15.59198,-0.5843706,-1.1654644,-0.5076299
15.630249,0.02824831,-3.446577,-0.2893114
15.679169,0.15065575,-4.714895,0.7053366
15.725556,-0.86447763,-4.5482726,1.8045378
15.760132,-1.1992693,-4.854879,2.5755534
15.803681,-0.865633,-4.6837077,3.235476
15.846406,-1.5291543,-4.5718503,3.7036676
15.88205,-2.1084375,-4.0164804,3.8384728
15.940644,-2.4393585,-3.8008225,3.9985075
15.993287,-3.186915,-3.3341815,4.341582
16.040284,-3.0081854,-2.7720122,4.0945177
16.088013,-2.8294606,-2.7593298,4.948957
16.121125,-2.6884751,-2.1946592,5.714934
16.170197,-2.2418694,-2.7304487,4.573884
16.213807,-1.2173288,-2.2747517,4.526675
16.263093,-0.8822726,-1.7539082,4.7154117
16.301941,-2.1416504,-1.9493995,4.422265
16.34018,-2.6663437,-2.2733111,4.3577795
16.383088,-3.035217,-1.7080679,3.3663754
16.42035,-3.37996,-1.6559277,2.899339
16.468171,-1.7974772,-2.1198397,1.4089057
16.500672,0.8802843,-1.9225521,2.504275
16.541077,-0.2007057,-2.6702442,0.28924376
16.580689,0.42687672,-2.0583296,-0.49868476
16.621338,0.94320333,-1.1398745,-0.777554
16.660126,-0.803802,0.11876392,-0.7429131
16.700287,-2.4644053,-0.59027195,-2.0504515
16.756196,-0.5600743,-1.0045519,-0.48390138
16.79184,1.6846602,-1.1104355,-0.44832373
16.840455,3.4249113,-0.3033104,-1.171895
16.880249,3.9924002,2.342229,-1.7997743
16.925782,1.6517148,3.704534,-1.2701373
16.961762,-2.0134158,4.497471,-1.3534802
17.01001,-1.7908397,5.7124834,-2.3451257
17.055939,0.009997427,6.8462896,-4.3299603
17.09079,1.7417157,5.43715,-4.0794945
17.133332,1.878874,4.103678,-3.0071054
17.182679,3.964528,-3.476637,-2.3500786
17.241456,2.5066037,-9.698573,-7.6454077
17.286255,-4.075092,-4.02978,1.2712171
17.338044,1.1692274,-1.47615,3.180536
17.384156,-5.557626,1.9109344,3.7056901
17.430207,-0.46352208,-3.0664892,6.756512
17.472352,-0.47020185,-2.1074438,4.1021433
17.515748,-2.548659,0.6414614,4.227909
17.596314,-2.0894191,0.66785336,3.8627663
17.630982,-0.577612,0.032829285,1.2433746
17.672028,0.7357359,0.66759014,1.0181515
17.715302,-0.078167714,1.4808187,1.2325861
17.750214,0.05442962,1.0306005,0.7074114
17.793915,0.29448983,1.4101553,-0.79340637
17.830658,-1.2015246,-0.18158722,-0.089673996
17.870728,0.7797251,-1.772584,0.24892259
17.902619,0.23431168,-2.7206926,-0.8683901
17.940247,2.2465777,-2.896285,-1.6042527
18.046998,0.8900282,0.608675,-0.82835853
18.111817,-1.8476483,-2.5660362,0.40419555
18.151276,0.3843267,-1.1501827,-0.09144604
18.19394,0.004271746,1.9125137,-0.45390695
18.231476,-1.0218713,5.197629,-0.80672824
18.270112,-1.06622,5.85104,-1.4025589
18.321351,-0.6892871,6.0416846,-1.6372887
18.361786,-0.2915964,7.1151676,-1.7067771
18.400177,1.3525355,5.218443,-2.7497163
18.452881,2.6080167,-6.6117725,-6.000202
18.508332,2.8104258,-4.1630507,-7.298894
18.541749,-1.6823487,6.7470865,-3.6209164
18.584382,-1.1155202,-2.0484653,0.010594964
18.6297,1.2411369,-5.0141377,2.8732715
18.670289,-4.683098,2.5483131,2.23792
18.711304,-1.3220774,-0.46852207,7.356126
18.750763,1.7371516,-2.9233913,5.4378624
18.804841,-0.36460543,-0.974061,4.75872
18.851075,-3.1893132,-0.82291126,4.938444
18.892548,-1.2403377,-0.27911186,4.091489
18.93219,0.12654725,0.29141426,2.995407
18.970276,-0.07866594,0.5448551,1.8384802
19.010315,-0.8333972,0.38026047,1.0448401
19.060639,-0.55412436,0.627615,-0.32708955
19.11023,0.4036249,0.016896248,0.6514635
19.151185,-0.18824685,-1.0475435,0.23796177
19.190278,-0.66717595,-1.7718382,-0.8973707
19.23172,0.41313916,-2.227601,-2.0298567
19.270447,2.0899892,-1.3799152,-0.8232982
19.311615,-1.4686329,0.060321808,-1.3389617
19.355317,-3.9289052,0.23150063,-2.680161
19.401795,-2.346263,-2.0059586,-0.44643855
19.442658,0.11722581,-2.2596369,-0.65399325
19.482148,1.5707164,-1.040226,-2.347854
19.522187,0.023450911,3.4828968,-1.4608302
19.564698,0.6944048,5.3460464,-2.250667
19.6008,0.45537975,5.4892673,-3.090228
19.651856,1.0286505,5.4594774,-2.4590201
19.711823,2.4852233,4.3002744,-2.7814815
19.753296,2.8407097,-2.3943872,-5.295625
19.790192,1.5152915,-9.615629,-7.0785856
19.831269,-1.1419864,-2.8127956,-3.729512
19.869965,-3.5133164,1.7592793,-2.8931859
19.917695,-2.2157378,-1.7652335,-1.5630262
19.961152,1.9437975,-1.2815852,3.7516189
20.01059,-0.21684152,0.1472187,4.8612924
20.067109,0.53767043,-1.7363911,5.564459
20.11084,-1.3190179,-0.58004093,3.9023633
20.151856,-0.77592397,0.0324955,4.461402
20.192353,-0.5541625,0.1225605,4.543275
20.240235,0.73513335,-0.01862812,4.7376437
20.282807,0.15067592,-0.39676,3.3192081
20.320374,-0.7799884,-0.5292082,2.0682604
20.366486,-1.2916752,-0.5013733,1.5042076
20.408539,0.18971133,-0.68772507,1.0135853
20.46225,0.68474615,-0.19456959,1.4093375
20.500245,0.19919476,-0.22036266,1.2785478
20.540345,0.85002947,-0.74920464,0.43572044
20.584351,-0.27555978,-0.596632,0.10623741
20.620301,-1.4735615,-0.60736465,-0.44036436
20.661133,0.540476,0.053435326,0.513468
20.700287,0.87739086,0.6987362,0.9249463
20.740113,-2.0896063,1.8241668,0.38714528
20.780213,-5.0019503,1.9018683,-0.75834394
20.820282,-4.838699,1.0493555,0.0567286
20.860505,-3.193382,0.45362282,-0.35221887
20.900208,-1.8904757,0.107605934,0.05005479
20.952393,-0.50526834,0.2672472,-1.1789174
21.00058,0.9089374,0.44569302,-2.071176
21.040741,2.0250008,0.1587944,-2.6367168
21.091797,1.2945342,0.63651943,-3.0143833
21.214203,0.76128316,-0.29727745,-4.055997
21.270386,0.19557297,0.52275276,-1.198629
21.320008,-0.5042298,0.043805122,-1.9944208
21.360901,-0.6836766,-0.23612976,-1.6764047
21.401398,-0.59635544,-0.39860344,-1.5286732
21.458191,-0.76078737,0.41830635,0.40887237
21.509095,-1.0085981,0.3387556,1.1399915
21.551148,-1.3370259,-0.018980026,1.8131744
21.59079,-1.6562157,-1.9677954,1.8647405
21.652039,-1.1610346,-0.46568394,3.0846415
21.706421,-1.450979,-0.5984173,2.8655648
21.75113,1.7433946,-0.19540787,3.7638967
21.826111,2.3662586,-0.80884266,3.437419
21.882111,1.8739192,0.3865471,2.6224442
21.925629,1.8782463,-0.38219738,1.4906894
21.972504,1.7367245,0.07511616,1.0756383
22.02002,1.7432058,-0.37256622,0.7205583
22.060944,1.0121748,-0.32183456,0.016628742
22.100251,0.026533604,-0.1849184,-0.025843859
22.150086,0.89435595,0.12845325,-0.02880907
22.190156,1.4611595,-0.15570736,-0.29035664
22.230164,0.20024349,-0.056513786,-0.79862666
22.270691,-1.0071505,0.1793642,-0.56113076
22.311402,-0.291925,0.35861397,-0.16450572
22.352051,0.18969864,-0.36645508,-0.6030655
22.391236,0.14581269,-1.1246548,-0.63735557
22.431672,0.5351015,-2.6173258,-0.4503622
22.471711,0.7022428,-1.2045631,-1.2582581
22.511139,-1.504685,0.37909985,-1.2895821
22.562317,-2.341976,0.7350817,-1.8820722
22.611268,-2.1615636,-0.43340397,-1.1770887
22.652375,-0.12636659,-1.549159,0.13232279
22.716187,2.2988367,-0.43275928,-1.3191949
22.760865,0.56007427,2.4675245,-2.6369894
22.813202,1.0499983,4.0983157,-2.4109678
22.872132,0.5805104,5.4555726,-1.9362922
22.927918,1.1794039,6.322117,-2.7066336
22.972657,2.017207,2.5098715,-3.6051238
23.025879,3.413928,-9.353689,-4.4417157
23.07309,1.0767457,3.9418697,-5.9376364
23.110077,-0.36504903,4.9099913,-1.1774118
23.140229,-0.24362692,-1.6743298,1.812397
23.18216,-0.5300012,-6.62845,1.5852029
23.232178,-3.938625,0.61832047,1.741996
23.28006,-0.25776315,-2.1044998,6.8858747
23.320984,-0.30236095,-2.1216621,5.036572
23.363556,-1.6450915,-1.3905301,4.1017237
23.406312,-1.3001273,-1.1304026,3.8674216
23.451233,-2.432958,-0.23209953,4.302892
23.490326,-1.455661,-0.6376333,2.4928946
23.531678,0.351062,-0.9212055,1.3173603
23.570343,-0.8828618,0.23871136,1.1669774
23.617005,-0.102124274,0.013821602,0.49807727
23.65091,0.6360517,-0.028897285,-0.108175635
23.691254,0.60558873,0.20734692,-0.12803066
23.730225,0.7167566,-1.2970028,0.26088881
23.774445,-0.26360053,-1.9425211,-0.36691487
23.822846,0.69178236,-1.4536648,-1.464839
23.894837,-2.088417,1.9680367,-2.0714002
23.93686,-2.9514563,-1.3910341,-1.3187015
23.983307,-2.7847877,-2.6081047,-0.5260184
24.030121,1.5164049,-1.1683226,-1.3477285
24.070374,1.6978438,1.9883842,-0.36147547
24.12909,0.8846973,3.5995483,-0.7090203
24.20514,-0.66368735,4.960247,-0.79825807
24.242798,2.1901584,5.3970075,-2.4525661
24.291169,3.321814,2.8711867,-3.9939995
24.332001,6.057827,-7.350518,-4.3334937
24.380982,4.8918014,-6.180688,-6.6212482
24.429474,0.059698656,0.4862795,-6.9862266
24.473145,-3.9518576,-2.3367949,0.63161737
24.530182,-1.007908,4.345632,3.5050802
24.570252,-0.6075499,-3.5014477,6.2240143
24.620118,-1.6184607,0.27543736,4.420519
24.662781,-3.391213,0.7089243,3.7988555
24.713501,-1.2418565,0.2638836,4.6331177
24.771882,-0.49508554,0.6142378,4.0946283
24.810486,0.039385304,-0.43644142,1.684665
24.852265,0.66338366,-0.032359123,3.0005817
24.900666,-1.1905627,-0.7293272,0.99592435
24.940186,-0.6103012,-1.9123831,0.003412366
25.000245,0.51211065,-1.5983238,0.262506
25.040467,0.09219307,-1.8976641,0.847558
25.08075,0.97777474,-2.3459435,0.92205787
25.120881,-0.014475882,-0.61823463,-1.0912406
25.160798,-0.32423103,1.2229872,-0.96804285
25.201142,-1.0790063,0.4349184,-2.0958335
25.240174,-2.3215523,0.22863197,-0.71228075
25.286866,-1.1932682,-0.3121624,-0.11183977
25.330201,1.0429095,-0.572031,-1.6365511
25.381165,1.3520435,2.3079548,-1.6702675
25.420746,0.59209836,4.3494315,-2.019148
25.460999,1.2397738,4.0023594,-2.2772734
25.521454,1.7906113,5.006095,-2.3998165
25.561158,2.0599864,5.163269,-2.7533348
25.605988,2.2247062,2.156424,-3.5949268
25.663575,1.0997037,-9.257498,-5.187987
25.709168,0.33680278,-0.16943502,-4.675163
25.762391,-1.1669217,-3.6872587,-2.3176012
25.815156,0.5570998,3.019041,2.962821
25.859009,0.6993492,-1.7765203,6.1605844
