Second,X,Y,Z
25.931855,0.04202783,-3.1607218,5.1491294
25.972474,-3.5855167,0.29467964,3.8883562
26.014588,-2.355753,0.21570778,3.8820982
26.053437,-1.5399231,0.5637636,3.274727
26.103364,-1.5719552,0.38322067,2.4860573
26.151398,-1.6621466,0.16560078,1.0608315
26.200593,-2.5059712,0.54601955,0.9293854
26.24823,-2.1599205,-0.1626606,0.4859258
26.295319,-0.2997716,-0.23605824,0.23108077
26.336792,0.9561156,0.112464905,0.69577694
26.385254,2.3346264,-2.4017563,-0.4899404
26.426545,3.1106677,-2.5261955,-1.6627238
26.491333,1.8636655,-1.6001415,-1.1233058
26.53122,0.7034523,-0.7407398,-1.8752495
26.581452,-0.24854815,0.5580826,-0.1903708
26.620759,-0.6083502,0.5887079,-1.6515529
26.664979,-0.9524731,-1.6249008,-0.85603976
26.70102,1.7735171,-1.2932034,2.2732096
26.741944,1.25286,-0.8130045,2.159
26.784485,-0.31027016,0.18809032,0.7835978
26.831177,-1.4739925,2.516407,-0.23118412
26.87436,-1.7042445,3.318297,-0.56101155
26.911133,-2.2561061,4.198094,-1.7953982
26.951691,-1.4352416,5.371431,-2.6280303
27.000977,1.0232762,6.0091395,-3.2475076
27.044526,3.604625,2.064489,-3.0479383
27.081238,5.1548324,-6.500081,-3.860253
27.12024,3.678016,-3.246297,-4.5291452
27.150269,-0.24552774,-0.5158653,-5.057311
27.192261,-1.9469544,-6.4723024,-3.1956933
27.245209,-1.41152,4.8543186,0.89381367
27.299408,-0.093551725,-1.3252888,5.8978233
27.340394,-3.0656543,-3.5879679,2.3186364
27.381684,-4.952724,0.5102024,3.1502876
27.430024,-1.8810577,-0.41372013,6.3848996
27.478699,-0.28941238,-0.87750626,5.1938124
27.511139,1.3465844,-0.1994276,3.7862701
27.550049,3.6042085,0.09778881,3.078043
27.591645,2.2804313,0.4827938,1.9798532
27.64029,1.0426873,0.9824114,0.43551826
27.683381,0.48023885,0.48325348,0.18387914
27.720643,1.4464254,-0.10964966,0.58846116
27.760468,-0.030757546,0.03424549,-1.7990512
27.800263,1.1694529,-1.6734705,-0.014759779
27.850678,0.75566113,-2.4886036,-0.36213326
27.896058,0.39848408,-1.0735731,-2.098248
27.937012,-1.8581874,1.6314039,-1.4858377
27.970704,-2.980136,-0.8016119,-1.9071629
28.023865,-0.9695042,-3.4058886,-0.065258265
28.060822,-3.3025064,-2.8039904,0.7071378
28.10019,-2.7667866,0.16954422,-0.6965046
28.140381,0.5242709,2.6196814,-1.225678
28.180115,0.7650763,3.300983,-2.4114907
28.220673,0.4466818,5.0706673,-3.2324023
28.262452,1.0828335,5.9876404,-2.9899533
28.30423,2.7508364,5.142635,-2.0192533
28.340333,3.4665253,3.219965,-4.1796656
28.391724,3.8196971,-2.0621643,-6.8131676
28.439576,1.1868744,-8.636085,-7.6267414
28.484162,-2.1731606,3.4265313,-4.390522
28.524964,-5.0732865,1.6039248,-2.0334086
28.601319,2.1004906,-0.49328518,4.9715595
28.654603,-1.2780758,0.035274506,4.9795456
28.692627,-0.34907305,-2.0063686,6.6075606
28.742066,-1.4082146,-0.03281212,4.895179
28.790162,-0.21293318,-1.8184929,5.056896
28.836884,1.9007578,-1.8405972,4.8145995
28.883149,1.8656564,-0.86758614,4.1766562
28.920319,-0.464625,-1.0845032,1.9120505
28.965058,0.057578564,-1.1049929,1.3608702
29.01117,1.6000477,-0.2759533,0.5344759
29.052948,1.5691125,-0.5526066,-0.04254484
29.09018,1.4661145,-0.448205,-0.6420214
29.131531,0.2517462,-0.75673103,-0.3803649
29.170166,-0.061740786,-1.3983192,-0.6424186
29.210328,-0.3544439,-1.3420486,-2.0644763
29.250123,0.5993351,-1.1310759,-1.9940443
29.29361,-0.486835,1.0641146,-1.4728247
29.330628,-3.1604614,0.78126717,-2.147797
29.378418,-2.928358,-3.1337013,-0.6484864
29.421692,0.47975987,-2.4692554,0.5516815
29.46344,-3.24181,0.4999218,-1.7478106
29.50058,-0.97903943,3.397626,-1.5490807
29.540192,0.5900073,2.4042315,-1.5738076
29.581025,1.1943412,3.1181164,-1.6592319
29.622681,0.9152793,5.5555606,-2.045515
29.661469,1.8371472,5.5109744,-2.082418
29.701935,1.224475,4.581217,-2.7876368
29.741822,2.260951,-0.5490799,-4.79371
29.782654,4.8659916,-8.956226,-5.712058
29.823273,2.7820277,-4.7911673,-4.529474
29.871247,-3.5897613,5.4326916,-2.0133896
29.920014,-3.6207416,-2.1847162,1.2277033
29.972138,2.022122,-4.2289743,3.1214528
30.040619,-3.3169343,0.29144096,3.8366334
30.091858,0.31057844,-0.5296259,5.2989664
30.140229,0.27225032,-0.635375,2.919063
30.186524,1.2529553,0.30062008,3.2273965
30.220276,1.8521572,0.84618187,3.8817606
30.266938,-0.3870995,0.80962086,1.5309925
30.300629,0.11712557,0.94568634,2.4852862
30.340241,0.6549121,0.6187649,1.6163911
30.391938,0.5078884,1.4842672,0.1369816
30.433411,0.21676734,-0.058502197,0.44136024
30.471436,-1.8037269,0.44946957,-0.061247587
30.515809,-0.7862885,-0.30004692,0.7372992
30.551728,-0.32820517,-0.8370676,-0.33404708
30.591614,1.1762596,-1.6417532,-0.7411847
30.631836,0.6770219,-1.4475288,-1.1302881
30.672089,-1.4837022,-0.09466934,-1.907006
30.710389,-2.996024,0.47587776,-2.952648
30.761048,-1.4731647,-1.9650345,-0.8322457
30.800629,0.48051685,-1.9804821,-0.39352584
30.840821,0.8360221,-1.0857105,-1.3913263
30.870636,1.0027746,1.8010159,-1.960591
30.910706,0.8319235,3.150762,-2.1343277
30.959992,0.1285243,3.6231256,-1.5933602
31.00351,-0.05941081,4.733261,-1.7299919
31.050141,1.2958459,5.1671166,-2.0008917
31.090302,2.2743843,2.467928,-2.169602
31.140625,3.9537606,-4.8133326,-3.8269534
31.194397,2.8968654,-6.453809,-3.8308356
31.241333,-1.0274715,-0.493124,-3.7408333
31.285584,-2.9015045,-2.4660673,1.1727262
31.330231,-0.037865862,0.5070772,2.0950067
31.372864,-2.029931,1.5023994,4.1525784
31.434632,-1.3947263,-0.70081425,4.7359047
31.481781,-1.2300445,-0.5584383,4.10509
31.550263,-1.0655835,0.5326433,2.3863947
31.59137,-0.626735,0.8027277,2.3248491
31.631348,-0.22201845,0.6283817,2.797822
31.683136,1.5008547,0.07605457,1.7930677
31.720246,1.8933687,0.09311962,0.08072138
31.761475,1.3872957,0.50808144,-0.5138253
31.810151,0.9732316,-0.10348606,-0.724936
31.86023,0.5375531,-0.3972063,-0.2539053
31.900239,-0.36486596,0.2835102,-0.68797255
31.949921,-0.62909734,-0.34570217,0.2324152
31.980286,-0.48784637,-1.2366934,1.2458405
32.020112,-1.3963306,-1.9869938,0.8400631
32.050293,-1.0329503,-1.0080185,0.25839686
32.080658,-0.66346294,-0.037677765,-0.1976633
32.121491,-0.18236002,0.31790257,-1.0748124
32.160218,-0.1511877,0.5262337,-1.0091678
32.201874,-1.1452327,1.4667311,-0.98852634
32.240174,-0.835147,0.19897175,-1.7252377
32.28302,-0.64011407,-1.6193819,-1.1797624
32.326813,0.8400419,-1.147768,-1.085254
32.415955,0.6128431,2.4335995,-2.7555535
32.479889,0.73904896,2.8766642,-1.972144
32.545899,-0.050176322,1.5326405,-1.3322738
32.592316,-1.4974651,-0.75783825,-1.3853118
32.630127,0.16044867,-2.182746,-1.4828587
32.684815,-3.578039,0.64331436,0.4571783
32.741089,-3.3486836,0.80074835,-0.24074578
32.782746,0.7217354,-1.8578634,3.1178057
32.840424,-1.3450269,-1.5022831,1.5514457
32.883484,-0.84401727,0.453825,1.5537393
32.942475,0.015077591,-0.40980816,2.594137
32.98996,1.1916177,-0.35304546,1.8094211
33.032349,1.9245824,-0.45286083,1.3017735
33.08017,0.9407181,-0.086722374,1.3769789
33.12146,0.52454185,-0.10550785,0.9330386
33.167298,0.21009111,0.015020371,0.14935946
33.202668,0.13517916,-6.70E-04,-0.70145875
33.240204,0.17728972,0.055078506,-0.8142995
33.280243,0.3939525,0.13032246,-0.5914359
33.320221,0.0511173,0.0909605,-0.33077645
33.364014,-0.1099602,0.27765465,-0.23547375
33.400452,-0.12060261,0.052355766,-0.2302233
33.441376,0.50814414,-0.2318697,0.30492437
33.499268,0.046025276,-0.058602333,0.5906751
33.533997,-0.9867835,0.11959934,0.8494936
33.571534,-1.3256979,0.3861761,0.4578675
33.611359,-0.43276,0.22174835,0.21436322
33.65091,-0.19127285,0.0708313,0.35829854
33.690186,-0.406574,0.10643673,0.28967643
33.730958,-0.38571703,-0.013696671,0.020032763
33.770447,-0.31559575,0.18893147,0.17606807
33.811463,-0.3244815,0.17105675,0.30194008
33.849976,-0.36551428,0.15279198,0.061083555
33.890839,-0.11310828,0.10671997,0.06572604
33.930115,-0.018958807,0.087984085,-0.122642875
33.973298,-0.015095472,0.028064728,-0.13780105
34.010468,0.060013056,-0.07086849,-0.14558113
34.050507,-0.07998192,0.06412697,-0.29538858
34.090638,-0.025471687,0.09348488,-0.28772223
34.129975,-0.0872463,0.017187119,-0.19106078
34.183869,-0.059770226,-0.02919197,-0.13402879
34.223694,-0.05963099,0.03488159,-0.062014937
34.260468,-0.05787766,0.031829834,-0.1409117
34.300141,-0.012638807,-0.038663864,-0.07164204
34.340943,0.03492403,-0.040564537,-0.087132454
34.384583,0.042857528,-8.98E-04,0.002593517
34.421021,-0.03207302,0.02598095,0.01956153
34.463074,0.013508201,-0.08226013,-0.0361861
34.501832,-0.02481842,8.98E-04,0.012832642
34.540162,-0.051252604,0.002919197,-0.023372293
34.580231,-0.051397324,0.005414963,0.04664743
34.666626,-0.04963839,0.009716988,0.08309877
34.700104,-0.046868086,-0.028392792,0.03804493
34.748353,-0.012833715,-0.027858734,0.03207493
34.780732,-0.03276038,0.04014206,-0.001156449
34.820221,0.04356563,-0.028429031,0.060354114
34.860047,0.010606766,-0.028875351,0.053670406
34.900239,-0.051065207,-0.028982162,0.006372571
34.950135,0.062066913,0.012704849,0.040616155
35.002106,0.14517105,-0.026265144,0.03424251
35.040162,0.10357404,-0.10586643,0.06971443
35.080262,0.14057183,0.019281387,0.023980856
35.120636,0.13305354,-0.05919838,0.06005597
35.160309,0.040388703,-0.014431,-0.053798556
35.200043,-0.014089584,-0.010044098,-0.03138411
35.280182,-0.06606877,-0.002315521,-0.06314206
35.32016,-0.12305701,0.04401779,0.003635049
35.360138,-0.12972045,0.047189713,-0.062039375
35.400605,0.0223459,0.048023224,-0.09730816
35.440705,0.07204449,0.005784988,0.019274116
35.48108,0.043316722,0.043380737,-0.040189266
35.520569,0.014032841,0.038916588,-0.031672
35.560212,0.022463322,-0.047870636,-0.06485224
35.601044,0.026545048,-0.052865982,0.009869814
35.640351,0.06754148,-0.015928268,-0.09350145
35.681427,0.02338314,0.02287674,-0.047691464
35.720093,-0.022730827,-0.059020996,-0.042992115
35.811127,0.004970789,0.029070854,-0.07228768
35.850708,0.037577152,-0.006906509,-0.06268227
35.890137,0.11556852,-0.003343582,-0.05371368
35.930146,-0.007778645,-9.88E-04,-0.044760704
35.970215,0.033249497,3.59E-04,0.07309544
36.010224,-0.007956743,9.59E-04,0.01318872
36.050232,-0.009315491,0.001068115,-0.061955333
36.08017,-0.011045098,0.001003265,-0.016348124
36.120026,0.068365216,7.66E-04,0.027110338
36.16269,0.02489078,4.62E-04,-0.053631783
36.200165,-0.018598557,-0.0406456,-0.012475252
36.230011,-0.021075845,0.040953636,-0.05313909
36.260041,-0.064214826,1.28E-04,-0.05271721
36.300202,-0.025205016,3.52E-04,-0.010524988
36.343567,-0.06666255,5.72E-04,-0.048742294
36.381104,-0.024908781,-0.040169716,-0.086156845
36.420441,0.059471726,0.041633606,-3.49E-05
36.460083,0.022467494,8.93E-04,0.005179286
36.490113,-0.014772058,0.041843414,-0.030662417
36.530182,-0.011727095,-0.0399971,-0.025496244
36.573639,0.03111589,4.31E-04,-0.061356187
36.61258,0.032058597,-0.040905,-0.016004324
36.650971,-0.0088588,-2.48E-04,-0.01187098
36.690705,0.071805954,9.35E-05,-0.007946014
36.730042,0.06983805,-0.039842606,-0.04516363
36.770295,-0.01487422,0.002471924,-0.04178965
36.841126,0.019140124,0.005589485,0.003969193
36.880158,0.05431831,0.008091927,-0.032583594
36.920289,-0.031968594,-0.030954361,-0.028485894
36.960083,-0.03550172,0.011075974,-0.024532199
37.000245,-0.037907243,0.011762619,0.020150423
37.040162,-0.038898468,0.012098312,-0.017166495
37.070466,0.002032995,-0.02864647,0.026636958
37.1503,-0.032996893,0.011728287,-0.011706948
37.190278,-0.028072834,0.05239868,-0.01037848
37.230225,0.016908288,-0.029245377,0.030705333
37.270234,0.020282269,-0.06996536,0.07092869
37.310883,-0.05886686,0.012033463,0.21912122
37.350251,-0.27477896,0.053557396,0.215734
37.392731,-0.27179646,0.08176422,0.29008532
37.430848,-0.45640755,0.054977417,0.27821302
37.470124,-0.3757527,0.08124733,0.40975606
37.513245,-0.5833812,0.05058956,0.3822043
37.550354,-0.23799086,0.15436554,0.49922812
37.596253,-0.46191835,-0.1943779,-0.07661855
37.632691,-0.2604016,-0.13463211,-0.3942939
37.671479,-0.35505295,-0.25047398,-0.7367085
37.710206,0.040977716,-0.33484745,-1.0812298
37.751526,1.3600264,-0.20723534,-1.428563
37.794159,2.894631,0.48809338,-3.043451
37.831757,1.5501872,1.8947134,-2.4373746
37.87735,1.8361578,0.826787,-3.6518006
37.912049,2.2149544,-0.21970654,-3.9127517
37.96814,2.7267642,0.5497713,-3.1174088
38.021363,2.187301,1.9420018,-3.9464817
38.092011,2.6185446,1.920629,-3.7372432
38.145173,2.1289012,2.2965603,-2.5801506
38.18219,2.282101,2.6253023,-3.5999563
38.240967,1.6758173,2.4826112,-2.2278829
38.32074,3.6887908,2.480801,-2.7417912
38.361268,1.694752,0.5350156,-3.394991
38.411774,2.4475996,0.60998154,-3.2122674
38.472748,1.410466,0.09985876,-2.672913
38.511384,1.8480177,0.8617902,-2.7777448
38.556489,1.3828058,1.6262763,-1.8547854
38.613251,1.8286126,2.3772936,-2.263198
38.671021,1.7990975,3.853582,-2.3959627
38.711152,1.0480156,3.2379766,-1.3765898
38.751648,0.22281218,4.056889,-0.014924049
38.804169,-0.06318283,2.9081373,0.001935959
38.843506,-0.340878,2.368016,-0.19431305
38.881104,-0.5515814,1.7044646,-0.24778652
38.933991,-0.70508766,1.2204928,-0.193614
38.99115,0.104771614,1.9498478,1.2128649
39.03241,-0.36001444,1.9019172,0.60341597
39.070282,-0.41159868,0.8705643,0.73541164
39.110322,-0.26131487,0.53406745,0.46207952
39.144837,-0.23603487,0.038466692,0.3794799
39.181946,0.28833818,-0.6157936,0.18789387
39.220185,0.44935513,-0.68526846,0.38366508
39.26297,0.3362522,-0.83369946,0.18115473
39.301819,-0.027958393,-0.54502445,0.10981989
39.340363,-0.15329123,-0.61036086,-0.058213234
39.370759,0.065728664,-0.40897793,-0.022293568
39.410462,0.082387924,-0.31030887,0.09621763
39.450623,0.095436096,-0.32948077,0.03705311
39.490235,-0.09344101,-0.12807119,-0.012392044
39.530213,-0.14053583,-0.07088184,-0.12358713
39.570374,-0.04395914,-0.12413955,-0.12197161
39.607575,-0.048908234,0.049845934,0.11337042
39.640534,-0.007352829,0.003560424,-0.00438261
39.670319,-0.043815613,0.067165375,-0.04024315
39.710663,-0.034352303,0.034265876,-0.06223011
39.753907,-0.022375107,0.07194841,-0.02998972
39.790162,-0.011433125,0.064468145,-0.05276966
39.832825,0.079423904,0.09439707,0.101418495
39.870667,0.004087925,0.08312714,0.023517609
39.910157,0.007298946,0.03118372,0.026242733
39.964539,0.006104946,0.05976975,0.067290306
40.000885,0.003874779,0.008526683,-0.015724659
40.040741,0.001020432,0.04057932,0.022036552
40.080567,-0.001783371,-0.048386693,-0.050296783
40.120911,-0.004079819,-0.013107061,-0.027422905
40.162842,-0.005605698,0.024059534,0.010010242
40.200776,-0.00637722,-0.018767595,-0.059947968
40.240021,-0.006435394,0.021609426,-0.032717228
40.281189,-0.005892754,-0.018710732,0.010011196
40.32013,-0.005015373,-0.0585922,-0.054970264
40.364167,0.036937714,0.024497032,-0.023447514
40.400086,-0.003017426,-0.01485014,-0.019137383
40.480103,-0.002958298,-0.011606693,0.0694356
40.520051,-0.003291607,-0.009198666,-0.007811546
40.561158,-0.044816017,0.03331065,-0.033192635
40.600251,-0.004562378,-0.006547451,0.034758568
40.640473,0.036108494,-0.006166458,0.033245564
40.680146,0.07719755,-0.006273389,0.07185745
40.724823,0.03641224,0.034128428,-0.012954235
40.760071,-0.005117416,0.033591032,0.06544447
40.808289,-0.007741928,-0.008203149,-0.020676136
40.850525,0.029722214,-0.009492874,-0.025109291
40.89209,-0.014594555,-0.05183494,0.011847019
40.930024,-0.01753807,-0.012153268,0.049792767
40.989258,0.021149158,-0.012026787,-0.033706665
41.030121,-0.020873547,-0.010977507,0.005889416
41.110047,-0.019664288,-0.006464958,-0.03572464
41.150116,0.022538185,-0.043697715,-0.035728455
41.190888,-0.05765629,0.040888906,-0.034595013
41.231141,-0.015114307,-0.038597584,-0.032258987
41.27295,-0.01316452,0.00396657,0.012116432
41.351227,0.031454086,0.005509138,0.01915598
41.390076,0.07500267,0.006654501,0.06479931
41.431794,-0.005524635,0.007457614,-0.04214716
41.47052,-0.046727657,0.04873407,0.025696754
41.512482,0.033199787,-0.033143878,0.06433582
41.554047,0.030800343,0.047799468,0.020115852
41.590851,-0.012352467,0.005754948,-0.051691055
41.630372,0.02643013,0.044980884,0.012587547
41.700104,0.023881912,-0.040228724,0.008388042
41.750733,0.021497726,-0.002478957,0.005988598
41.790345,-0.021653175,-0.004730463,0.04570341
41.830262,0.016898155,0.03487587,0.0860796
41.871094,-0.02614212,0.034427166,-0.037174225
41.910035,0.012957573,0.03420663,-0.038562775
41.950196,0.011771202,0.033592224,2.51E-04
41.990113,0.011116028,-0.008700609,-0.042616844
42.03122,-0.030056477,0.029786468,0.037807465
42.070313,-0.030163765,-0.054801583,-0.003426552
42.112732,0.010919571,0.0239681,0.03787279
42.151581,0.011518478,0.021605968,-0.002388954
42.191346,0.012420654,0.020017266,-0.042909622
42.230561,0.013305664,0.018977642,0.038794518
42.271241,-0.026987076,0.018100023,-0.002338409
42.31009,0.014039993,0.01706791,0.078927994
42.352204,0.01384449,0.042813778,-0.003708363
42.39209,0.013429642,0.013592482,-0.0733099
42.430146,0.012818813,-0.029669404,-0.0478487
42.47052,-0.06973076,0.008478642,-0.049192905
42.510285,-0.0704546,-0.15738118,-0.15808487
42.550324,-0.07038498,-0.03602767,-0.04674101
42.590607,-0.027871132,-0.035108566,-0.04151106
42.631348,0.057427406,-0.031586766,0.00722456
42.670716,0.06216955,0.08279812,0.057173252
42.710389,0.09401178,0.020875216,0.10670614
42.750306,0.096832275,0.026285172,0.15387964
42.793244,0.096161366,-0.011232257,0.07394743
42.840088,0.063295364,-0.16023862,-0.012389183
42.880677,0.013767242,-0.05132234,0.060846806
42.920105,0.00320816,-0.009773254,-0.03144121
42.966828,-0.049634933,-0.006682754,-0.0023489
43,-0.018648148,-0.002788544,-0.011940479
43.049012,0.08350468,0.04376626,0.06318331
43.097657,0.039123535,0.008182406,0.10034466
43.147492,0.037369728,0.011346221,-0.024708748
43.182801,-0.114076614,-0.028178215,0.054457188
43.222046,0.03375864,-0.06952894,-0.030705452
43.261597,0.004539013,0.05167198,0.08766842
43.300965,0.030245781,0.009483337,-0.0802989
43.343171,-0.07968998,0.11746967,0.11950207
43.381104,0.15131712,0.075520515,-0.2792859
43.426514,-0.12136793,-0.07667482,0.031822205
43.460267,0.10981989,0.11087811,0.14054966
43.500214,0.2995038,0.06553471,-0.11575985
43.540253,0.37821388,-0.15780044,-0.002809048
43.580048,0.18000841,-0.09512639,0.12401819
43.620301,0.20634413,-0.13978398,0.15463495
43.662659,0.3330245,2.309554,0.31868172
43.704224,0.34393835,-2.2187386,0.0827322
43.740754,-0.001944065,-0.96422863,-0.15804958
43.780213,0.003368378,-1.4253237,0.5082369
43.821625,-0.49494696,-1.19924,0.4887867
43.860596,-0.06017065,-0.54576755,0.016287804
43.903809,0.5772629,0.3440485,0.28650475
43.942749,0.026513577,-1.5359068,0.2542472
43.984925,-0.31316662,-0.44532764,-0.16215229
44.022645,-2.1891534,0.85791886,-0.0452981
44.062043,0.0833478,0.2694999,0.38900185
44.101258,0.9548807,0.5016062,0.365808
44.1409,0.8467488,0.55003536,0.006063938
44.182953,0.3176093,1.251971,0.47752953
44.2211,1.3368711,0.8843236,0.8383217
44.26117,1.3977647,0.46681106,-0.4138441
44.303345,0.73437023,1.5273098,-0.51569223
44.340119,-0.027635574,-1.8775808,-1.0927963
44.380341,-1.2152739,-0.5336622,-0.9093127
44.420136,-1.712805,-0.17905581,0.38686466
44.464142,-3.0249786,1.3851483,0.080459595
44.500123,0.49917936,1.3592087,1.732861
44.543213,2.8583126,2.414236,-3.5431352
44.580628,-0.14913034,3.3603086,2.4362383
44.622803,2.4910717,-0.36327934,-0.97779083
44.666932,0.56636477,-0.8479589,0.37947607
44.715516,1.1154871,1.2093576,0.96061563
44.758912,0.4083805,0.06356335,1.3488417
44.801209,0.83557606,0.9856738,-1.5935831
44.842804,0.20452118,-0.24249351,-0.3454051
44.89676,-0.17704916,-1.3466116,-1.5417032
44.969269,-0.35432005,-2.6698976,1.0382981
45.002198,-0.15771627,-1.4010491,0.71086407
45.062348,-0.05370474,-1.1262624,0.4585848
45.111176,-0.6656227,-2.469655,1.1358123
45.153992,0.12725306,-2.803235,2.5241823
45.200104,-0.3812518,-1.6129962,-2.7365832
45.230988,1.9332318,0.27273047,1.3520446
45.2706,1.3851314,-2.2788815,1.7846937
45.310212,2.5903015,-2.9748816,0.69222355
45.340241,3.1393585,-0.6933603,-1.6855407
45.370209,2.1097908,-2.3594074,0.46863413
45.417054,-0.47918653,-3.1184433,3.16781
45.450257,-2.2856703,-5.770398,11.422412
45.492493,-2.809418,-4.3624096,12.692301
45.530243,-4.796581,-1.2628491,14.637984
45.570343,-6.0466275,2.5315113,16.771408
45.614472,-7.7581773,4.6013546,14.959482
45.651276,-7.853429,3.981071,13.5986595
45.690461,-6.2795186,1.9611127,10.328219
45.730286,-6.231017,3.6172662,8.377499
45.760315,-5.834129,3.742683,6.041545
45.790497,-7.0260444,5.747596,6.1608505
45.830567,-4.3096123,2.8532398,4.76615
45.870209,-0.042549133,1.3007178,3.8702893
45.900208,0.95028293,2.9450471,4.0842905
45.930115,2.8749943,1.7664937,1.9457035
45.960145,4.9890113,0.74718606,-0.1341238
45.990143,4.765347,-0.6053922,-0.22426605
46.020173,4.0681696,-0.26557612,-2.3159943
46.060212,3.828429,3.363635,-1.2862844
46.089936,5.252044,3.2988675,-0.35320568
46.120301,4.53128,1.2710469,-0.95934486
46.149964,4.1201606,2.0947764,-2.9913468
46.179963,3.6726952,1.447077,-0.514205
46.210114,2.290104,1.4796057,1.6745386
46.240113,1.8556246,3.4235215,0.7225332
46.270112,2.1926904,3.391151,0.10930538
46.330781,0.658154,1.8135122,0.04057789
46.370118,0.024728537,0.2003684,0.2935686
46.399994,-0.39267707,1.231981,0.73088264
46.448273,-0.2896757,2.1376755,0.7016163
46.490296,-1.3802288,3.554093,0.018064499
46.551484,-1.9025148,0.838222,0.3088436
46.601441,-2.1114902,-0.025484562,-1.0326128
46.670105,-2.8035202,-1.2761579,-0.177392
46.712342,-2.5016427,-0.9639622,0.017224312
46.751648,-2.1204188,-0.76181066,-0.26394844
46.790711,-1.7085643,-0.2168014,-0.1338892
46.88675,-0.7191085,1.0505009,-0.38651466
46.97995,-0.01120466,0.7727442,-0.1979599
47.020142,0.13837194,0.9603083,-0.03881836
47.05011,-0.7163079,1.2320261,-0.025810242
47.088227,-0.4101482,1.5739017,-0.2646904
47.170136,0.4118744,1.4555314,0.3616352
47.220154,-0.027404696,1.500989,-0.77293015
47.32016,-0.59454507,1.539809,-0.91316795
47.350159,-0.40682742,1.3473167,-0.7138052
47.380127,-0.21201015,1.6179161,-0.9531536
47.409974,-0.22589022,1.5202708,-1.0006323
47.439911,-0.28309405,1.4577842,-0.7883215
47.472962,-0.36785996,1.6592155,-1.144228
47.520112,-0.10568299,1.3223825,-1.3747082
47.58014,-0.18565339,1.1769681,-1.2888932
47.618165,-0.25676084,0.9695406,-1.3196402
47.651398,-0.11471078,0.9281254,-1.0410132
47.689972,-0.043594472,0.577158,-0.9828119
47.720856,-0.97057563,0.80956125,-1.0604568
47.760163,-0.5626222,0.38979244,-0.83673906
47.801301,-0.2990011,0.44919395,-0.4091506
47.840302,-0.15010805,0.29669762,-0.7271886
47.870118,-0.17646682,0.35549974,-0.24804497
47.900116,-0.29646224,0.36381102,-0.11411619
47.930207,-0.08927505,0.19598293,-0.17443275
47.960114,0.17074946,0.10782099,-0.10128927
47.990113,0.059397414,0.26023817,0.106250286
48.020081,0.051309824,0.18807888,0.12245703
48.050171,0.2401917,0.20282412,-0.010584354
48.090271,0.0917702,0.28787422,0.045572758
48.130188,0.17740117,0.033159733,-0.059573174
48.178956,0.12615372,0.19779587,-0.03833151
48.230072,0.10466756,0.14236498,-0.15596437
48.260193,0.043174595,0.18617392,-0.080242634
48.292603,-0.004049212,0.16449308,-0.24550676
48.330048,0.085615024,0.102962494,-0.20037413
48.359925,0.06910454,0.24760294,-0.042623997
48.390137,0.05554442,0.18910503,-0.031084538
48.420197,-0.03695053,0.049535275,-0.31644058
48.460083,-0.004164457,-0.18693161,-0.37866068
48.510499,0.11301083,0.05209446,-0.037599087
48.550232,-0.013174355,-0.19411707,-0.090512276
48.590241,0.44693524,-0.16075134,0.48316956
48.630433,0.523865,-0.39159155,0.46715593
48.670197,0.30919662,-0.4502144,0.52254534
48.710267,0.64327383,-0.5533109,0.6702843
48.750275,0.42049843,-0.33214808,0.5252762
48.780182,0.15240405,-0.4476323,0.57426834
48.820252,0.29318652,-0.48229027,0.62746763
48.850129,-0.028944228,-0.46132994,-0.34549236
48.891449,0.06674609,-0.5254879,1.1864524
48.932923,-0.010600776,-0.37950516,0.30326843
48.97342,-0.32256508,-0.3952012,0.5392008
49.010743,-0.8113832,0.008656502,0.15419006
49.052918,-0.6266628,-0.5696306,0.5480151
49.090271,-0.57248634,-0.09235668,0.13137579
49.136353,-0.4046047,-0.3544073,0.34358883
49.187409,0.08049483,-0.26502705,0.05432129
49.233857,-0.51705986,-0.030668259,0.19515991
49.272309,-0.25239006,-0.26527786,0.005174637
49.315278,0.1922958,-0.23095703,0.2865095
49.350708,0.09228031,-0.6230445,-0.20133495
49.390198,0.23688713,0.25056934,-0.029392242
49.440247,0.63470066,0.13351202,0.4476986
49.484681,0.44103545,0.053454876,0.02943039
49.520081,0.46481198,0.14227676,0.1704092
49.561158,0.2775145,0.083842754,0.118317604
49.600129,0.33570516,-0.079687595,-0.086091995
49.640259,0.31681797,-0.19637728,-0.18328285
49.68039,0.10475473,-0.28868484,-0.006959915
49.720246,0.23631373,-0.29641914,-0.12604523
49.759919,0.18408234,-0.3372426,0.01964283
49.790162,-0.049312267,-0.33065128,0.14203167
49.83014,-0.20563088,-0.5010376,0.024353027
49.875794,0.002552137,-0.46362114,-0.009103775
49.910828,-0.0794399,-0.23064137,0.4595356
49.940705,0.17285614,-0.023640633,0.65263367
49.980256,0.40673047,-0.62675285,0.49691105
50.020997,0.34394768,-0.3825121,-0.09346962
50.061554,0.56250906,-0.1387186,0.29765224
50.100953,0.3618439,-0.3194871,0.48970032
50.140198,0.61019593,-0.2718606,0.2415638
50.18042,0.14848524,0.085492134,0.39967918
